Real Price Paid,Interest Rate,Interest Rate % Change 1Q,Interest Rate % Change 2Q,Interest Rate % Change 4Q,FTSE 100,FTSE 100 % Change 1Q,FTSE 100 % Change 2Q,FTSE 100 % Change 4Q,CVM SA GDP (m),CVM SA GDP % Change 1Q,CVM SA GDP % Change 2Q,CVM SA GDP % Change 4Q,Date of Transaction,Number of Bedrooms,Number of Bathrooms,Number of Reception Rooms,Floor Area,Property Type,New Build?,Estate Type,Latitude,Longitude,Distance to The Lake (Meters),Time to The Lake (Seconds),Distance to The Orchard (Meters),Time to The Orchard (Seconds),Distance to Clarence Park (Meters),Time to Clarence Park (Seconds),Distance to Oysterfields (Meters),Time to Oysterfields (Seconds),Distance to Victoria Playing Field (Meters),Time to Victoria Playing Field (Seconds),Distance to Highfield Park (Meters),Time to Highfield Park (Seconds),Distance to Birklands Park (Meters),Time to Birklands Park (Seconds),Distance to The Wick (Meters),Time to The Wick (Seconds),Distance to St Albans City (Meters),Time to St Albans City (Seconds),Distance to St Albans Abbey (Meters),Time to St Albans Abbey (Seconds),Stations Within 5 Minute Walk,Stations Within 10 Minute Walk,Stations Within 15 Minute Walk
484094,6,8.3,12.5,8.3,6557.2,-1.7507,8.0293,5.5313,373622,0.75611179,2.16582535,4.13011011,36602.00,4,2,3,,1,FALSE,0,51.7550709,-0.3117706,3917,2935,2875,2187,2949,2180,3214,2414,2724,2058,2132,1589,3098,2313,885,673,1565,1184,3381,2601,0,0,0
246196,6,8.3,12.5,8.3,6609.6,-1.8004,10.5256,8.0171,373622,0.75611179,2.16582535,4.13011011,36608.00,2,1,2,,2,FALSE,0,51.7498058,-0.3306894,2252,1682,1204,918,2096,1533,1901,1410,1588,1190,2927,2171,2615,1930,2425,1830,419,334,1675,1235,0,1,1
124412,6,8.3,12.5,8.3,6594.6,-2.7629,9.4759,8.3356,373622,0.75611179,2.16582535,4.13011011,36609.00,1,1,1,398,2,FALSE,0,51.7347754,-0.3411372,2620,1972,2196,1703,1818,1313,3455,2629,3142,2408,4210,3151,3175,2326,4824,3682,2858,2182,1408,1053,0,0,0
272476,6,8.3,12.5,8.3,6594.6,-2.7629,9.4759,8.3356,373622,0.75611179,2.16582535,4.13011011,36609.00,4,2,2,1186.5,1,FALSE,0,51.753814,-0.31171,3788,2845,2746,2097,2805,2078,3248,2461,2758,2106,1988,1487,2954,2211,1030,782,1436,1095,3237,2499,0,0,0
163209,6,8.3,12.5,8.3,6594.6,-2.7629,9.4759,8.3356,373622,0.75611179,2.16582535,4.13011011,36609.00,2,1,1,977,2,FALSE,0,51.7497411,-0.3317354,2237,1676,1189,912,2113,1549,1886,1404,1573,1184,3041,2260,2631,1946,2539,1919,533,423,1660,1229,0,1,1
317192,6,8.3,12.5,8.3,6594.6,-2.7629,9.4759,8.3356,373622,0.75611179,2.16582535,4.13011011,36609.00,4,2,2,,1,FALSE,0,51.7596366,-0.3073326,4174,3124,3160,2377,3619,2679,3413,2557,2923,2202,2336,1749,3448,2581,440,329,2248,1660,3795,2898,0,0,0
219225,6,8.3,12.5,8.3,6598.8,-3.5931,8.7622,5.0464,373622,0.75611179,2.16582535,4.13011011,36615.00,2,1,1,,2,FALSE,0,51.7500501,-0.3317624,2173,1625,1125,861,2175,1590,1823,1353,1510,1133,3006,2228,2694,1987,2504,1887,498,391,1596,1178,0,1,1
221231,6,8.3,12.5,8.3,6445.2,-6.0619,6.4451,2.8238,373622,0.75611179,0.75611179,4.13011011,36616.00,2,2,1,664.8,2,FALSE,0,51.7448578,-0.3283954,2523,1902,1482,1153,1496,1103,2418,1838,2105,1618,2808,2121,2106,1563,2904,2257,939,757,1401,1056,0,0,1
530303,6,8.3,12.5,12.5,6379.2,-2.1899,2.2636,-1.3262,375713,0.55654183,1.30844554,4.46697346,36628.00,5,3,2,,1,FALSE,0,51.7516569,-0.3282572,2420,1793,1378,1044,2279,1663,2051,1508,1532,1174,2907,2143,2752,2000,2122,1586,410,312,1956,1433,0,1,1
578512,6,4.2,12.5,12.5,6357.0,-2.7450,3.8320,-2.4272,375713,0.55654183,1.30844554,4.46697346,36630.00,5,1,2,,0,FALSE,0,51.7561125,-0.3077553,4361,3247,3319,2498,3220,2386,3634,2720,3144,2364,1937,1456,3049,2288,661,492,2010,1496,3652,2807,0,0,0
151515,6,4.2,12.5,12.5,6283.0,0.1417,4.3546,-2.4176,375713,0.55654183,1.30844554,4.46697346,36642.00,2,1,1,541,2,FALSE,0,51.7473078,-0.3324043,2049,1527,984,757,1770,1292,1965,1475,1652,1254,3093,2308,2368,1753,2715,2089,709,592,1362,1020,0,1,1
188017,6,4.2,12.5,12.5,6256.5,-1.9036,2.6229,-4.3315,375713,0.55654183,1.30844554,4.46697346,36643.00,3,1,1,,2,FALSE,0,51.7358436,-0.3426617,2368,1750,1944,1481,1786,1261,3203,2407,2890,2187,4178,3099,3143,2274,4770,3613,2805,2113,1156,831,0,0,1
199725,6,4.2,12.5,12.5,6256.5,-1.9036,2.6229,-4.3315,375713,0.55654183,1.30844554,4.46697346,36643.00,3,1,1,,1,FALSE,0,51.7517725,-0.3058176,4129,3119,3087,2371,2688,1955,3589,2735,3099,2380,1407,1050,2519,1882,1191,916,1778,1369,3238,2483,0,0,0
219008,6,4.2,12.5,12.5,6179.3,-4.2351,2.1621,-6.7354,375713,0.55654183,1.30844554,4.46697346,36644.00,3,2,2,951,1,FALSE,0,51.7384264,-0.3328928,2338,1742,1812,1399,802,569,2972,2231,2660,2010,3194,2406,2159,1581,3893,2992,1928,1492,1064,782,0,0,1
281593,6,0.0,8.3,12.5,6196.2,-0.2114,-5.8019,0.0759,375713,0.55654183,1.30844554,4.46697346,36664.00,3,1,3,,1,FALSE,0,51.7539624,-0.3053317,4171,3177,3128,2429,2968,2214,3631,2793,3140,2438,1685,1284,2797,2116,1091,810,1819,1427,3400,2635,0,0,0
686812,6,0.0,8.3,12.5,6231.1,2.3174,-7.2491,-0.2102,375713,0.55654183,1.30844554,4.46697346,36672.00,4,3,2,,0,FALSE,0,51.7600752,-0.3244939,3082,2262,2068,1515,3293,2385,2321,1695,1831,1339,3606,2623,3766,2722,1523,1103,1285,914,2702,2035,0,0,0
254052,6,0.0,8.3,12.5,6231.1,2.3174,-7.2491,-0.2102,375713,0.55654183,1.30844554,4.46697346,36672.00,3,1,1,,1,FALSE,0,51.7444261,-0.3285505,2483,1876,1523,1188,1455,1077,2459,1873,2146,1653,2843,2150,2147,1598,2939,2286,974,786,1361,1030,0,0,1
186813,6,0.0,8.3,12.5,6231.1,2.3174,-7.2491,-0.2102,375713,0.55654183,1.30844554,4.46697346,36672.00,2,1,1,723.5,2,FALSE,0,51.7477401,-0.3046449,4197,3166,3154,2418,2266,1647,3768,2872,3278,2517,945,704,2058,1536,1653,1263,1845,1416,3323,2510,0,0,0
206044,6,0.0,8.3,12.5,6359.6,-0.0833,-3.7361,2.6118,375713,0.55654183,1.30844554,4.46697346,36677.00,2,1,-,,2,FALSE,0,51.7524761,-0.3108174,3757,2846,2714,2098,2598,1926,3217,2462,2726,2107,1781,1336,2747,2060,1218,922,1405,1096,3030,2348,0,0,0
384088,6,0.0,8.3,12.5,6359.3,1.9924,-3.7410,2.0175,375713,0.55654183,1.30844554,4.46697346,36678.00,4,2,2,,1,FALSE,0,51.7479504,-0.338076,1675,1261,627,496,2065,1505,1722,1294,1409,1073,3512,2620,2772,2048,3137,2387,1161,919,1067,834,0,0,1
205761,6,0.0,8.3,12.5,6626.4,2.9322,-0.4120,4.1984,375713,0.55654183,1.30844554,4.46697346,36682.00,4,2,1,1208,2,FALSE,1,51.740379,-0.3188445,3272,2435,2207,1665,991,703,3143,2350,2830,2130,1970,1455,1245,900,3236,2438,1684,1276,2378,1767,0,0,0
195473,6,0.0,8.3,12.5,6546.7,0.9043,-2.9862,3.0321,375713,0.55654183,1.30844554,4.46697346,36683.00,2,1,2,,2,FALSE,0,51.7512202,-0.3224199,2883,2170,1840,1422,2580,1912,2343,1786,1852,1431,2369,1749,2761,2039,1901,1416,531,420,2486,1865,0,1,1
315501,6,0.0,8.3,12.5,6546.7,0.9043,-2.9862,3.0321,375713,0.55654183,1.30844554,4.46697346,36683.00,2,1,2,,2,FALSE,0,51.7483728,-0.3346733,1925,1428,842,644,1957,1414,1777,1325,1464,1105,3333,2496,2608,1941,2844,2155,868,688,1238,921,0,0,1
230453,6,0.0,8.3,12.5,6546.7,0.9043,-2.9862,3.0321,375713,0.55654183,1.30844554,4.46697346,36683.00,3,2,1,,0,FALSE,0,51.7353064,-0.3404451,2697,2024,2272,1754,1895,1365,3531,2681,3219,2460,4287,3203,3251,2378,4900,3734,2935,2233,1484,1105,0,0,0
332647,6,0.0,8.3,16.7,6490.8,0.6748,-2.2031,0.4699,375713,0.55654183,1.30844554,4.46697346,36693.00,3,3,2,1080,1,FALSE,0,51.7443947,-0.3284562,2489,1882,1530,1194,1461,1083,2466,1879,2153,1659,2849,2155,2153,1603,2946,2292,980,792,1367,1035,0,0,1
325789,6,0.0,8.3,16.7,6490.8,0.6748,-2.2031,0.4699,375713,0.55654183,1.30844554,4.46697346,36693.00,3,3,1,955,1,FALSE,0,51.7442339,-0.3294267,2533,1911,1557,1211,1505,1112,2494,1896,2181,1676,2884,2178,2181,1620,2980,2315,1015,815,1411,1064,0,0,1
244170,6,0.0,8.3,16.7,6490.8,-1.0230,-2.7916,-0.3128,375713,0.55654183,1.30844554,4.46697346,36696.00,4,2,2,,1,FALSE,0,51.7536902,-0.3117552,3756,2820,2714,2072,2795,2069,3216,2436,2726,2081,1978,1478,2944,2202,1062,805,1404,1070,3227,2490,0,0,0
308642,6,0.0,8.3,16.7,6477.8,-2.1628,-3.5460,-1.3786,375713,0.55654183,1.30844554,4.46697346,36699.00,2,1,2,942.3,2,FALSE,0,51.7492029,-0.3396805,1436,1060,388,296,2192,1572,1483,1093,1170,873,3638,2688,2899,2116,3081,2350,1237,964,903,692,0,0,1
300343,6,0.0,8.3,16.7,6477.8,-2.1628,-3.5460,-1.3786,375713,0.55654183,1.30844554,4.46697346,36699.00,5,4,3,,1,FALSE,0,51.7567921,-0.3061002,4504,3366,3490,2619,3289,2442,3744,2799,3254,2443,2006,1512,3118,2344,770,571,2140,1655,3721,2863,0,0,0
493827,6,0.0,8.3,16.7,6239.0,-5.7669,-9.5672,-1.5884,375713,0.55654183,1.30844554,4.46697346,36707.00,6,3,3,,2,FALSE,0,51.7495289,-0.3300857,2351,1778,1287,985,2013,1474,2023,1504,1710,1284,2889,2145,2532,1870,2388,1805,381,309,1690,1269,0,1,1
234568,6,0.0,8.3,16.7,6239.0,-5.7669,-9.5672,-1.5884,375713,0.55654183,1.30844554,4.46697346,36707.00,2,1,1,621,1,FALSE,0,51.7483435,-0.3369037,1653,1230,605,466,1975,1427,1700,1263,1387,1043,3422,2542,2682,1970,2984,2278,1073,857,1120,863,0,0,2
164609,6,0.0,8.3,16.7,6239.0,-5.7669,-9.5672,-1.5884,375713,0.55654183,1.30844554,4.46697346,36707.00,3,1,2,,1,FALSE,0,51.7503849,-0.3056121,4126,3143,3084,2395,2529,1824,3727,2829,3236,2474,1247,920,2360,1752,1351,1036,1775,1393,3269,2498,0,0,0
172414,6,0.0,8.3,16.7,6419.6,-0.4907,-0.4299,-2.9161,376740,0.27260179,0.82762648,2.97552689,36714.00,3,2,1,1159.9,2,FALSE,0,51.7382514,-0.3349728,2300,1710,1838,1404,943,660,2999,2236,2686,2015,3335,2498,2299,1673,4014,3072,2034,1556,1026,751,0,0,1
179241,6,0.0,4.2,16.7,6475.7,1.8330,-0.8617,0.2980,376740,0.27260179,0.82762648,2.97552689,36721.00,2,1,2,,2,FALSE,0,51.751086,-0.3223308,2899,2183,1856,1434,2564,1902,2359,1799,1868,1443,2353,1738,2745,2028,1917,1429,547,432,2470,1854,0,1,1
291379,6,0.0,4.2,16.7,6465.4,4.3385,0.3093,-0.0510,376740,0.27260179,0.82762648,2.97552689,36727.00,3,1,1,,2,FALSE,0,51.7529697,-0.3114913,3740,2831,2698,2082,2712,2007,3200,2447,2710,2091,1895,1416,2861,2140,1123,849,1389,1080,3144,2428,0,0,0
289655,6,0.0,4.2,16.7,6378.4,3.0337,0.5033,1.4533,376740,0.27260179,0.82762648,2.97552689,36731.00,3,3,1,,2,FALSE,0,51.7443259,-0.3286015,2490,1883,1530,1194,1462,1084,2466,1880,2154,1659,2850,2156,2154,1604,2946,2293,981,792,1368,1036,0,0,1
464828,6,0.0,4.2,16.7,6352.1,2.7204,-1.3995,1.2531,376740,0.27260179,0.82762648,2.97552689,36735.00,4,2,1,1244,1,FALSE,0,51.7551223,-0.3117828,3923,2939,2880,2190,2955,2184,3209,2409,2718,2054,2138,1593,3104,2317,880,668,1571,1188,3387,2605,0,0,0
337931,6,0.0,4.2,16.7,6335.7,2.4686,-0.6298,2.9973,376740,0.27260179,0.82762648,2.97552689,36738.00,4,1,2,1041.9,1,FALSE,0,51.7495073,-0.3306045,2322,1738,1274,974,2027,1486,1971,1466,1659,1245,2956,2196,2546,1882,2454,1856,448,360,1704,1281,0,1,1
193034,6,0.0,4.2,16.7,6365.3,2.9221,1.5207,3.4484,376740,0.27260179,0.82762648,2.97552689,36739.00,3,1,2,,2,FALSE,0,51.7364707,-0.3113255,3966,2960,2901,2190,1253,903,3837,2875,3524,2655,1448,1099,487,336,3308,2553,2378,1801,3104,2280,0,0,0
151724,6,0.0,0.0,16.7,6387.3,4.4886,1.6830,6.3705,376740,0.27260179,0.82762648,2.97552689,36749.00,2,1,1,598,2,FALSE,0,51.7347598,-0.3410651,2617,1970,2193,1701,1816,1312,3452,2627,3140,2407,4208,3149,3172,2324,4821,3680,2856,2180,1405,1051,0,0,0
310345,6,0.0,0.0,16.7,6557.0,6.6860,7.1725,3.2195,376740,0.27260179,0.82762648,2.97552689,36763.00,2,1,2,887,2,FALSE,0,51.7477874,-0.3376439,1718,1294,670,530,2006,1463,1765,1327,1452,1107,3453,2578,2713,2006,3078,2345,1102,878,1110,867,0,0,2
758621,6,0.0,0.0,16.7,6563.7,5.0673,7.0707,2.8155,376740,0.27260179,0.82762648,2.97552689,36767.00,6,4,3,2996.2,0,TRUE,0,51.7550663,-0.3249682,2775,2057,1761,1310,2825,2059,2153,1605,1663,1250,2951,2161,3298,2396,1699,1243,630,454,2395,1830,0,1,1
213793,6,0.0,0.0,16.7,6615.1,3.8624,3.7823,3.9954,376740,0.27260179,0.82762648,2.97552689,36769.00,3,1,1,,2,FALSE,0,51.7526801,-0.3108259,3780,2862,2737,2114,2621,1942,3240,2478,2749,2123,1804,1352,2770,2076,1196,905,1428,1112,3053,2364,0,0,0
344828,6,0.0,0.0,16.7,6615.1,3.8624,3.7823,3.9954,376740,0.27260179,0.82762648,2.97552689,36769.00,3,1,3,,2,FALSE,0,51.7495409,-0.3296395,2313,1726,1265,962,2027,1483,1962,1454,1649,1233,2867,2126,2546,1880,2365,1786,359,290,1735,1279,1,1,1
362517,6,0.0,0.0,16.7,6672.7,4.6967,6.5955,6.3183,376740,0.27260179,0.82762648,2.97552689,36770.00,4,1,2,,1,FALSE,0,51.7441742,-0.3294862,2541,1917,1565,1217,1513,1118,2501,1902,2189,1682,2892,2184,2189,1626,2988,2321,1023,821,1419,1070,0,0,1
581395,6,0.0,0.0,16.7,6689.2,2.7716,3.3292,5.5791,376740,0.27260179,0.82762648,2.97552689,36777.00,4,2,3,,0,FALSE,0,51.752038,-0.3289582,2495,1847,1452,1098,2353,1717,2021,1527,1530,1171,2905,2141,2826,2054,2120,1584,484,366,2031,1487,0,1,1
243502,6,0.0,0.0,12.5,6417.3,-1.1453,-2.1800,6.0243,376740,0.27260179,0.82762648,2.97552689,36787.00,3,2,2,1200,1,FALSE,0,51.7475228,-0.3062923,4141,3121,3098,2373,2070,1490,3712,2827,3222,2472,1111,835,2090,1530,1809,1377,1789,1371,3267,2465,0,0,0
325581,6,0.0,0.0,12.5,6199.2,-4.4941,-6.7541,3.9021,376740,0.27260179,0.82762648,2.97552689,36791.00,4,1,2,,1,FALSE,0,51.7471379,-0.3076946,4124,3109,3081,2361,1998,1439,3695,2815,3205,2459,1102,830,2018,1478,1944,1476,1772,1358,3250,2453,0,0,0
